Select,Prod Code,Ingr Prod Code,Ingredient Description,Pack Size,Recipe Weight,Cost,Recipe Use,Total Cost,Unit Cost Excl
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,4.500,69.99,4.500,314.96,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,3.000,13.99,3.000,41.97,
BUTCHERY,,33696,SPAR WATER,P/KG,3.000,3.30,3.000,9.90,
BUTCHERY,,26707,SHEEP SKIRTS,P/KG,4.500,42.99,4.500,193.46,
BUTCHERY,,29013,GRILL CLUB SPICY MUTTON SAUGE,1KG,1.000,56.57,1.000,56.57,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.400,80.00,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,16,,,696.85,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,16.00,15.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,46.46
BUTCHERY,,,,,,,,,
BUTCHERY,29708,OUKRAAL WORS,Vat,,,,,,48.86
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,8.300,69.99,8.300,580.92,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,2.100,13.99,2.100,29.38,
BUTCHERY,,33696,SPAR WATER,P/KG,5.300,3.30,5.300,17.49,
BUTCHERY,,29729,OUKRAAL WORS,P/KG,1.000,63.11,1.000,63.11,
BUTCHERY,,26707,SHEEP SKIRTS,P/KG,8.300,42.99,8.300,356.82,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.625,124.99,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,25,,,"1,172.71",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,25.00,24.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,48.86
BUTCHERY,,,,,,,,,
BUTCHERY,28553,Ouma's Boerewors,Vat,,,,,,67.85
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,20.000,69.99,20.000,"1,399.80",
BUTCHERY,,33696,SPAR WATER,P/KG,2.000,3.30,2.000,6.60,
BUTCHERY,,30425,B/WORS OUMA'S,P/KG,1.100,135.98,1.100,149.58,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.828,165.49,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,10.000,44.98,10.000,449.84,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,33.1,,,"2,171.31",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,33.10,32.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,67.85
BUTCHERY,,,,,,,,,
BUTCHERY,26687,PRS Outydse Boerewors.,Vat,,,,,,70.07
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,20.000,69.99,20.000,"1,399.80",
BUTCHERY,,33696,SPAR WATER,P/KG,1.000,3.30,1.000,3.30,
BUTCHERY,,24654,SAUCE ON TAP VINEGAR BRWN,10LT,0.300,100.50,0.300,30.15,
BUTCHERY,,29669,WORCESTER SAUCE 5 LITRES,5LT,0.300,9.87,0.300,2.96,
BUTCHERY,,31545,OUTYDSE BOERWORS,550G,0.550,63.50,0.550,34.93,
BUTCHERY,,26707,SHEEP SKIRTS,P/KG,5.000,42.99,5.000,214.95,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.679,135.74,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,27.15,,,"1,821.83",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,27.15,26.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,70.07
BUTCHERY,,,,,,,,,
BUTCHERY,27872,PRS TOMATO CKT GRILLER,Vat,,,,,,58.45
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,9.000,69.99,9.000,629.91,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,3.000,13.99,3.000,41.97,
BUTCHERY,,33696,SPAR WATER,P/KG,3.000,3.30,3.000,9.90,
BUTCHERY,,27233,PRS TOMATO GRILLER,1KG,1.000,115.00,1.000,115.00,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.400,80.00,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,16,,,876.78,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,16.00,15.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,58.45
BUTCHERY,,,,,,,,,
BUTCHERY,26943,C/N KAMPVUUR WORS,Vat,,,,,,49.00
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,8.300,69.99,8.300,580.92,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,2.100,13.99,2.100,29.38,
BUTCHERY,,33696,SPAR WATER,P/KG,5.300,3.30,5.300,17.49,
BUTCHERY,,27275,WORS KAMPVUUR,1KG,1.000,66.48,1.000,66.48,
BUTCHERY,,26707,SHEEP SKIRTS,P/KG,8.300,42.99,8.300,356.82,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.625,124.99,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,25,,,"1,176.08",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,25.00,24.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,49.00
BUTCHERY,,,,,,,,,
BUTCHERY,26679,SPAR Y/B GROUND BEEF,Vat,,,,,,60.96
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,12.550,69.99,12.550,878.37,
BUTCHERY,,33696,SPAR WATER,P/KG,3.150,3.30,3.150,10.40,
BUTCHERY,,29730,EC GROUND BEEF,P/KG,1.000,56.16,1.000,56.16,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,16.7,,,944.93,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,16.70,15.50,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,60.96
BUTCHERY,,,,,,,,,
BUTCHERY,26695,SPAR DHANYA GRILLER.,Vat,,,,,,60.69
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28444,SPECIAL DHANIA SAUSAGE,P/KG,1.000,99.99,1.000,99.99,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,2.000,13.99,2.000,27.98,
BUTCHERY,,33696,SPAR WATER,P/KG,2.500,3.30,2.500,8.25,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.313,62.50,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,8.000,69.99,8.000,559.92,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,13.5,,,758.64,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,13.50,12.50,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,60.69
BUTCHERY,,,,,,,,,
BUTCHERY,26673,PRS Kalahari Boerewors,Vat,,,,,,65.96
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,12.000,69.99,12.000,839.88,
BUTCHERY,,33696,SPAR WATER,P/KG,0.700,3.30,0.700,2.31,
BUTCHERY,,24654,SAUCE ON TAP VINEGAR BRWN,10LT,0.700,100.50,0.700,70.35,
BUTCHERY,,27227,KALAHARI BOERWORS,1KG,1.000,125.00,1.000,125.00,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.610,121.99,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,10.000,44.98,10.000,449.84,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,24.4,,,"1,609.37",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,24.40,24.40,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,65.96
BUTCHERY,,,,,,,,,
BUTCHERY,32231,SHERIFF BOEREWORS,Vat,,,,,,62.44
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,17.000,69.99,17.000,"1,189.83",
BUTCHERY,,33696,SPAR WATER,P/KG,3.000,3.30,3.000,9.90,
BUTCHERY,,32191,SHERIFF BOEREWORS SPICES,P/KG,1.000,68.69,1.000,68.69,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.775,154.99,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,10.000,44.98,10.000,449.84,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,31,,,"1,873.25",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,31.00,30.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,62.44
BUTCHERY,,,,,,,,,
BUTCHERY,31396,LEGACY BOEREWORS,Vat,,,,,,67.49
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,20.000,69.99,20.000,"1,399.80",
BUTCHERY,,33696,SPAR WATER,P/KG,1.100,3.30,1.100,3.63,
BUTCHERY,,31438,OOM REDDYS BWS,1.2KG,1.200,84.59,1.200,101.51,
BUTCHERY,,24654,SAUCE ON TAP VINEGAR BRWN,10LT,1.100,100.50,1.100,110.55,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.900,179.99,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,12.600,44.98,12.600,566.80,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,36,,,"2,362.27",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,36.00,35.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,67.49
BUTCHERY,,,,,,,,,
BUTCHERY,26678,SAVOURY MINCE,Vat,,,,,,60.40
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,11.700,69.99,11.700,818.88,
BUTCHERY,,33696,SPAR WATER,P/KG,4.000,3.30,4.000,13.20,
BUTCHERY,,29666,SAVOURY MINCE,1.6LT,1.600,83.95,1.600,134.32,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,17.3,,,966.40,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,17.30,16.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,60.40
BUTCHERY,,,,,,,,,
BUTCHERY,28867,SIX GUN BEEF BURGER,Vat,,,,,,63.64
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,12.000,69.99,12.000,839.88,
BUTCHERY,,33696,SPAR WATER,P/KG,2.000,3.30,2.000,6.60,
BUTCHERY,,32162,BURGER SIX GUN GRILL,1KG,1.000,76.24,1.000,76.24,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,15,,,922.72,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,15.00,14.50,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,63.64
BUTCHERY,,,,,,,,,
BUTCHERY,30357,IZOSO SHISA NYAMA BRAAIWORS,Vat,,,,,,50.34
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,30.000,69.99,30.000,"2,099.70",
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,10.000,13.99,10.000,139.90,
BUTCHERY,,33696,SPAR WATER,P/KG,11.450,3.30,11.450,37.79,
BUTCHERY,,30786,IZOSO SHISA NYAMA BRAAIWORS,P/KG,1.900,38.82,1.900,73.76,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,1.334,266.74,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,53.35,,,"2,617.88",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,53.35,52.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,50.34
BUTCHERY,,,,,,,,,
BUTCHERY,33168,SWEET CHILLI BEEF SAUSAGE,Vat,,,,,,70.98
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,11.500,69.99,11.500,804.89,
BUTCHERY,,33696,SPAR WATER,P/KG,2.500,3.30,2.500,8.25,
BUTCHERY,,31965,SUASAGE SW/CHILLIE M/CLUB,1KG,1.000,105.52,1.000,105.52,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.375,75.00,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,15,,,993.65,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,15.00,14.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,70.98
BUTCHERY,,,,,,,,,
BUTCHERY,33937,DHL STORMERS BOEREWORS,Vat,,,,,,62.02
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,20.000,69.99,20.000,"1,399.80",
BUTCHERY,,33696,SPAR WATER,P/KG,2.000,3.30,2.000,6.60,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,10.000,44.98,10.000,449.84,
BUTCHERY,,33934,B/WORS STORMERS,1KG,1.000,25.55,1.000,25.55,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.825,164.99,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,33,,,"2,046.78",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,33.00,33.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,62.02
BUTCHERY,,,,,,,,,
BUTCHERY,33938,SAFARI BOEREWORS,Vat,,,,,,63.84
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,12.000,69.99,12.000,839.88,
BUTCHERY,,33696,SPAR WATER,P/KG,1.000,3.30,1.000,3.30,
BUTCHERY,,24654,SAUCE ON TAP VINEGAR BRWN,10LT,0.250,100.50,0.250,25.13,
BUTCHERY,,21477,WLP PORK TRIMMINGS 70/30,P/KG,8.000,44.98,8.000,359.87,
BUTCHERY,,33932,B/WORS SAFARI,1KG,1.000,80.97,1.000,80.97,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.556,111.24,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,22.25,,,"1,420.39",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,22.25,22.25,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,63.84
BUTCHERY,,,,,,,,,
BAKERY,31942,MARGHERITA PIZZA SLICE,Vat,,,,,,14.44
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,33926,PARBKD PIZZA SHT MARGR,870G,1.000,86.66,1.000,86.66,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,1,,,86.66,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,6.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,14.44
BAKERY,,,,,,,,,
BAKERY,26712,PANINI ROLLS,Vat,,,,,,3.08
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,32007,BAG CIABATTA,10KG,2.500,40.10,2.500,100.25,
BAKERY,,28779,YEAST WET,P/KG,0.300,34.25,0.300,10.28,
BAKERY,,29030,SPAR WATER,P/KG,8.000,3.20,8.000,25.60,
BAKERY,,15732,WC MILLING CAKE FLOUR,12.5K,12.500,11.40,12.500,142.46,
BAKERY,,29322,OIL VEGETABLE CHIPKINS,20LT,0.250,43.50,0.250,10.88,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,23.55,,,289.46,
BAKERY,,,,,Scale,,0.250,,
BAKERY,,,,,Yield,94.20,94.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,3.08
BAKERY,,,,,,,,,
BUTCHERY,34039,VHFS SOSATIE SAUSAGE,Vat,,,,,,
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28951,TRIMMINGS B/M 90VL V/P,P/KG,6.000,48.99,6.000,293.94,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,0.950,13.99,0.950,13.29,
BUTCHERY,,34037,SPICES VHFS SOSATIE WORS,1KG,1.000,62.99,1.000,62.99,
BUTCHERY,,33696,SPAR WATER,P/KG,2.500,3.30,2.500,8.25,
BUTCHERY,,2842,SPAR CHUTNEY FRT MILD,460G,0.500,21.59,0.500,10.80,
BUTCHERY,,29669,WORCESTER SAUCE 5 LITRES,5LT,0.050,9.87,0.050,0.49,
BUTCHERY,,28695,HALAAL SHEEP CASINGS,P/KG,,199.99,0.275,55.00,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,11,,,444.76,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,11.00,,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,
BUTCHERY,,,,,,,,,
HMR,26917,COOKED SAMP&BEANS,Vat,,,,,,27.13
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,10245,SPAR SAMP,10KG,10.000,123.92,10.000,"1,239.20",
HMR,,33807,SPAR WATER,P/KG,20.000,3.20,20.000,64.00,
HMR,,10246,SPAR RED SPECKLED BEANS,500GR,12.000,27.05,12.000,324.57,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,42,,,"1,627.77",
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,60.00,,
HMR,,,,,Cost excl per Each/Kg,,,,27.13
HMR,,,,,,,,,
HMR,26966,PLAIN RICE,Vat,,,,,,7.85
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,2813,SPAR RICE PARBOILED,10KG,10.000,171.49,1.000,171.49,
HMR,,33807,SPAR WATER,P/KG,20.000,3.20,20.000,64.00,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
